,country,description,points,price,variety
1956,France,"Wood aging adds a smoky character and toasty flavor, while also smoothing out the tannins. From the rich 2009 vintage, this wine shows both plum fruits and firm tannins. It could still age, drink until 2018.",90,42.0,Gamay
94761,France,"Made from 60-year-old vines, evidenced by its concentration and serious ageability. It is structured, firm and relatively dry at this young stage. It's a wine that needs at least 5 years. Today, if you do open a bottle, watch for the mineral, stony character that pushes the fruit and demands attention.",93,85.0,Chardonnay
82293,US,"Made in the modern style, this Chardonnay is very ripe and rich in jammy pineapples, green apples and limes, enhanced with smoky, caramelized oak and a creamy, slightly sour note of lees. It's fortunately balanced with crisp acidity. Best now and through 2012 before the fruit goes south.",88,40.0,Chardonnay
21041,US,"With cassis and plum aromas, this mid-weight Cabernet Sauvignon from the Foothills has a taste of licorice and vanilla, particularly on the finish, testament to its 33 months in new American oak.",86,28.0,Cabernet Sauvignon
84421,France,"A wine that is soft, rounded, ready to drink. It is without concentration or great acidity, but the white and light green fruits are delicious, giving an open character that is framed by toasty flavors and some spice.",88,80.0,Chardonnay
20499,US,"Peppery and bright in acidity, this blend of half Grenache and lesser percentages of Mourvèdre, Syrah and Counoise is a bit mixed. On the one hand it offers red raspberry and pomegranate and perfumed aromatics; on the other hand, the earthiness detracts.",86,30.0,Rhône-style Red Blend
9274,US,"Just about every Dyer Cabernet requires aging. The 2009 bottling is tough with tannins, despite intense blackberry, cherry and oak flavors. The winemaker held it back from release even longer than the 2010, but it's still juvenile, with unintegrated oak, fruit and mineral notes. The window of drinkability is 2015–2025.",92,75.0,Cabernet Sauvignon
35839,US,"This has a soapy mouthfeel, often an indicator for a high pH wine. The apple and pear fruit flavors are mild but thin.",84,25.0,Chardonnay
25925,Spain,"The mildly floral nose leads to a lean and acidic palate, with flavors of lemon and green apple.",82,19.0,Muscat
88923,US,"Very tannic, rough.",80,11.0,Cabernet Merlot
88796,Italy,"This is a light and easy Prosecco Extra Dry with notes that recall cut grass and hay. There's not much in the way of flower or fruit aromas, although there is a hint of ripe banana and cardboard. It's tonic and lean with crisp freshness on the close.",84,15.0,Prosecco
34140,US,"At the age of six-plus years, this Cab still is dominated by the 100% new French oak in which it was aged. The fruit flavor, too, is young and primary, offering sweetly ripe cherries and blackberries. Even the tannins are fresh. The suggestion is continued cellaring, and the statistics concerning alcohol, acidity and pH suggest ideal balance. Hold for at least a year and try again.",92,85.0,Cabernet Sauvignon
1574,US,"Exotic and complex, this medium-bodied, structured wine is awash with aromas, from charcuterie and mixed nut to cedar and pencil. Anchoring it is a dusty tannic profile and a punch of oak.",92,90.0,Cabernet Sauvignon
2280,US,"The color of oxblood, this meaty, tannic wine pours espresso, black licorice and composted earth around tart blackberry fruit. It's aromatic, spicy and nicely balanced.",89,32.0,Syrah
48726,US,"As sweet as Port, with chocolate and prune flavors. Feels as hot as a chile pepper, with nearly 17% alcohol.",81,50.0,Zinfandel
36433,US,"This is a devastatingly good Bordeaux blend from Howell Mountain. Based on Cabernet, it has all the flavor you could ask for in blackberries, cherries, cassis, chocolate, herbs, spices and sweetly smoked oak. But the structure is awesome. Near perfect tannins, soft and intricately firm, and grand acidity make for a total Cabernet experience. Tremendous now, and should age for years.",97,120.0,Bordeaux-style Red Blend
79770,US,"What a roll St. Jean has been on with Chardonnay. This wine was made from a majority of Robert Young and Belle Terre vineyard fruit, and is two-thirds new French oak. The combination is mind-blowing. The vineyards contribute concentrated spicy, tropical fruit flavors and perfect acid balance, while the oak provides elaborate seasoning. Absolutely delicious. One of the most satisfying Chards of the vintage.",96,45.0,Chardonnay
76049,US,"This is a pure Cab Franc, stylish and varietal. The new oak was limited to just 30%, giving a kick to the natural toastiness of the grape. The fruit mixes blueberries, black cherry and a streak of cassis, then runs into luscious mocha and espresso, with highlights of black pepper and cedar. The tannins have been beautifully managed.",90,32.0,Cabernet Franc
40586,US,"The 79% Syrah component is estate-grown; while the 21% Grenache comes from the Lonesome Springs vineyard. What a lovely nose, with the bright and grapey Grenache shining through and adding pretty floral scents, while the Syrah fills in the berries and peppery tannins. This is still quite purple and youthful, fresh and just a bit volatile.",88,28.0,Syrah
43569,US,"This is a challenging Zin. It's fruity but it's also earthy and mushroomy, with a blast of vanilla oak. Right now it's pretty tannic, but beneath that roughness is a core of fruit. It's austere now—difficult even—but some time in the cellar could soften and open it.",86,35.0,Zinfandel
87288,US,"Smooth and dry, with appealing flavors of blackberries, cherries, currants and cedar, and a fine, spicy finish. Shows amazing style and elegance for the price. A real sommelier's bargain, with 2,853 cases produced.",88,10.0,Cabernet Sauvignon
43975,Spain,"This is a nice, traditionally styled Rioja. Delivers smooth, earthy, leathery aromas and then spicy dry fruit that's right out of Rioja 101. With good acidity, it's a very respectable table wine from a weak vintage.",87,28.0,Tempranillo
20154,Italy,"Bold and full bodied, this offers aromas of steeped plum, prune, clove and blue flower. The concentrated, savory palate doles out mature blackberry, raisin, clove and licorice. Big but velvety tannins and just enough freshness give this a surprisingly drinkable quality that belies its heft.",90,30.0,Primitivo
101572,US,"Smells very earthy and funky, with a strong hit of green pepper. More bell pepper and some cracked black pepper appear on the palate, which features some currant, licorice and lots of oak. Bright acidity helps it along, but it just can't escape its vegetal core, which holds it back.",86,30.0,Cabernet Sauvignon
56066,US,"Extraordinarily rich and ripe, showing sweet raspberry and cherry fruit flavors, enhanced with the vanilla and buttered toast of oak barrels. Brilliant acidity and wonderfully soft tannins make this Pinot instantly drinkable, yet it should age over the next 6–8 years.",94,70.0,Pinot Noir
53923,US,"Chris Dowsett makes just a single Gewürztraminer each year, always from Celilo vines planted in 1982. 2010 was the coolest vintage in two decades at this high-altitude site. If you love searing acidity, married to varietal spice, rose petals, lemons, grapefruit, star fruit and gooseberries, you are in for a treat. Fermented in neutral French oak and left on the lees, this could age for decades.",91,22.0,Gewürztraminer
29167,US,"This wine's judiciously restrained nose shows black fruits and dried herbs, with asphalt and focused rather than exuberant fig and plum aromas. There is lots of minty lift at the tip of the palate, which opens toward Mission figs, fudge and mocha.",93,30.0,Zinfandel
30551,US,"This Chardonnay has brisk, crisp acidity and flavors of pineapple, orange and mango. There are dominating notes of buttered toast and sweet butterscotch.",84,30.0,Chardonnay
5671,US,"This wine from one of Anderson Valley's pioneers has a lighter-than-usual color and plenty of red cherry, raspberry and turned earth aromas. It offers low-level fruit flavors and good balance of acidity versus ripeness.",87,25.0,Pinot Noir
28267,Italy,"This red Passito dessert wine from Tuscany offers bittersweet aromas of wild cherry, raspberry, cassis and cola. It makes a simple but clean impression in the mouth and would pair with chocolate brownies or cherry pie.",86,32.0,Red Blend
86996,US,"Deeply flavored and impressive, this intensely young, Cabernet-based Bordeaux blend hails from Mount Veeder. It has all the hallmarks of a wine that needs time in the cellar. The sweetly extracted black currant and licorice fruit is massive, and so is the cedary oak, which is 80% new French, while considerable mountain tannins give a hard, astringent mouthfeel. Solidly in the modern Napa style, this opulent wine should improve over the next six years, at least.",94,56.0,Bordeaux-style Red Blend
51635,Italy,"This wine boasts an oak-driven character, with aromas of espresso, coffee and toasted almond. The palate shows red and black fruit layered with accents of oak, chocolate and black pepper. Technically well made, it's shy on personality and length.",86,27.0,Red Blend
61436,US,"A little too soft in both acidity and tannins to have perfect structure, but it's fine enough, and the flavors certainly are complex and compelling. They range from blackberry tart and cherry pie through Dr. Pepper cola and anise liqueur to bacon and sandalwood. If that sounds good, it is. Ready now.",90,39.0,Red Blend
10268,France,"This is a well-balanced wine that is both crisp and breezy and full of delicious red-berry fruits. It has a tight texture, with some minerality and a tangy aftertaste. This should make for an excellent apéritif.",90,15.0,Rosé
18106,Italy,"Ero is packed tight with bright berry, cassis and white almond. That all-Sicilian jamminess you sometimes find in this variety is absent here.",88,25.0,Nero d'Avola
